,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Ust-Tsilma,RU,65.441,52.1498,65.8,56,94,2.66,overcast clouds
452,Harper,LR,4.375,-7.7169,76.66,68,74,9.13,broken clouds
453,Beringovskiy,RU,63.05,179.3167,53.89,67,76,6.87,broken clouds
454,Kuala Terengganu,MY,5.3302,103.1408,79.77,85,100,4.29,overcast clouds
455,Trojes,AL,41.756,19.962,82.56,29,2,7.61,clear sky
456,Talen,IN,23.5667,76.7167,79.18,84,100,6.22,overcast clouds
457,Isangel,VU,-19.55,169.2667,75.83,91,100,7.54,light rain
458,Miandrivazo,MG,-19.5167,45.4667,72.23,67,0,2.24,clear sky
459,Lahijan,IR,37.2061,50.0029,80.37,76,4,4.25,clear sky
460,Taywarah,AF,33.35,64.4167,61.07,35,37,9.46,scattered clouds
461,Puri,IN,19.8,85.85,84.72,79,89,12.1,overcast clouds
462,Aksu,CN,41.1231,80.2644,80.62,37,31,3.96,scattered clouds
463,Chumphon,TH,10.3333,98.8333,72.75,94,100,3.65,overcast clouds
464,Port Augusta,AU,-32.5,137.7667,55.22,86,57,9.37,broken clouds
465,Santa Maria,BR,-29.6842,-53.8069,70.9,67,85,6.24,overcast clouds
466,Ampanihy,MG,-24.7,44.75,62.17,64,0,14.18,clear sky
467,Debre Tabor,ET,11.85,38.0167,50.25,96,100,1.74,moderate rain
468,Binika,IN,21.0333,83.8,84.85,71,100,4.79,heavy intensity rain
469,Mayumba,GA,-3.432,10.6554,72.61,84,42,6.35,scattered clouds
470,Katra,IN,32.9833,74.95,76.23,77,7,5.66,clear sky
471,Wanning,CN,18.8003,110.3967,82.4,84,100,7.07,overcast clouds
472,Davenda,RU,53.5556,119.317,60.39,83,2,1.92,clear sky
473,Nome,US,64.5011,-165.4064,55.47,82,0,0.0,clear sky
474,Road Town,VG,18.4167,-64.6167,89.69,70,40,12.66,scattered clouds
475,Sicuani,PE,-14.2694,-71.2261,59.22,30,5,6.73,clear sky
476,Santa Cruz Del Sur,CU,20.7147,-77.9956,90.52,55,26,10.4,scattered clouds
477,Mbeya,TZ,-8.9,33.45,55.99,74,20,8.01,few clouds
478,Batagay-Alyta,RU,67.8006,130.4114,48.11,85,100,5.14,overcast clouds
479,Mumbwa,ZM,-14.9783,27.0619,67.26,39,4,7.29,clear sky
480,Iwaki,JP,37.05,140.8833,79.77,90,83,1.01,broken clouds
481,Maryville,US,35.7565,-83.9705,86.27,71,100,10.36,overcast clouds
482,Luba,GQ,3.4568,8.5547,76.41,81,69,7.4,broken clouds
483,Kropotkin,RU,45.4375,40.5756,74.43,74,41,9.17,scattered clouds
484,Makokou,GA,0.5738,12.8642,79.93,55,73,3.04,broken clouds
485,Tomatlan,MX,19.9333,-105.25,89.49,52,67,2.13,broken clouds
486,Acurenam,GQ,1.0322,10.6488,72.28,76,81,6.06,broken clouds
487,Palafrugell,ES,41.9174,3.1631,92.44,57,1,4.0,clear sky
488,Les Cayes,HT,18.2,-73.75,91.06,56,20,9.37,few clouds
489,San Cristobal,VE,7.7669,-72.225,73.58,78,98,5.77,overcast clouds
490,Sangar,RU,63.9242,127.4739,60.12,94,100,1.25,overcast clouds
491,Bartica,GY,6.4,-58.6167,86.32,86,66,3.6,broken clouds
492,Ust-Ishim,RU,57.6935,71.1665,55.76,71,0,5.01,clear sky
493,Nevsehir,TR,38.9167,34.6667,85.21,30,20,10.36,few clouds
494,Am Timan,TD,11.0297,20.2827,74.64,86,52,1.3,broken clouds
495,Ahome,MX,25.9167,-109.1833,85.95,48,89,3.83,overcast clouds
496,Butterworth,MY,5.3991,100.3638,78.84,94,40,4.61,scattered clouds
497,Sur,OM,22.5667,59.5289,90.39,60,6,2.35,clear sky
498,Sandnessjoen,NO,66.0217,12.6316,61.32,72,0,10.36,clear sky
499,Dubai,AE,25.2582,55.3047,100.33,37,0,6.91,clear sky
500,Hami,CN,42.8,93.45,79.07,43,100,6.6,overcast clouds
501,Wanlaweyn,SO,2.6185,44.8938,76.48,70,32,20.6,scattered clouds
502,San Jose,US,37.3394,-121.895,85.59,55,75,1.01,broken clouds
503,Cockburn Town,TC,21.4612,-71.1419,82.44,72,15,13.94,few clouds
504,Tashara,RU,55.5195,83.5094,58.14,69,55,6.71,broken clouds
505,Salym,RU,60.0625,71.4789,55.9,71,35,4.85,scattered clouds
506,Ankang,CN,32.68,109.0172,77.16,84,56,1.43,broken clouds
507,Meulaboh,ID,4.1363,96.1285,74.17,89,100,4.27,overcast clouds
508,Gambela,ET,8.25,34.5833,69.96,84,74,3.22,broken clouds
509,Jumla,NP,29.2747,82.1838,63.57,98,95,1.05,overcast clouds
510,Khorixas,NA,-20.3667,14.9667,59.11,20,0,9.51,clear sky
511,Forestville,US,38.8451,-76.875,91.47,59,75,12.66,broken clouds
512,Iki-Burul,RU,45.8208,44.6472,88.32,26,31,12.93,scattered clouds
513,Muros,ES,42.7762,-9.0603,92.68,62,14,11.72,few clouds
514,Najran,SA,17.4924,44.1277,73.4,73,98,16.89,overcast clouds
515,Bridlington,GB,54.0831,-0.1919,80.89,72,80,15.73,broken clouds
516,Cap-Chat,CA,49.1001,-66.6821,67.93,91,97,11.77,overcast clouds
517,Bowen,AU,-20.0167,148.2333,62.78,95,46,6.4,scattered clouds
518,Alihe,CN,50.5667,123.7167,62.67,83,24,2.59,few clouds
519,Staryy Nadym,RU,65.6118,72.6842,57.78,62,20,5.79,few clouds
520,Tombouctou,ML,20.0,-3.0,106.41,17,8,11.07,clear sky
521,Thinadhoo,MV,0.5333,72.9333,81.43,75,27,13.62,scattered clouds
522,Batemans Bay,AU,-35.7167,150.1833,55.09,54,100,7.38,overcast clouds
523,Zhanaozen,KZ,43.3,52.8,89.17,20,18,5.79,few clouds
524,Te Anau,NZ,-45.4167,167.7167,44.78,88,52,8.57,heavy intensity rain
525,Manasa,IN,24.4837,75.2687,81.0,77,98,8.88,overcast clouds
526,Esso,RU,55.9333,158.7,50.74,96,100,2.62,light rain
527,Deputatskiy,RU,69.3,139.9,44.49,87,100,4.03,overcast clouds
528,Taltal,CL,-25.4,-70.4833,58.48,73,28,5.01,scattered clouds
529,Kamaishi,JP,39.2667,141.8833,72.55,96,99,2.01,light rain
530,Geraldton,AU,-28.7667,114.6,61.21,72,75,21.85,broken clouds
531,Ingham,US,42.6,-84.3833,80.19,58,40,6.91,scattered clouds
532,Madang,PG,-5.2246,145.7966,78.22,89,92,3.44,overcast clouds
533,Kumta,IN,14.4167,74.4,79.18,90,100,8.9,overcast clouds
534,Yangambi,CD,0.8102,24.4336,75.33,71,57,2.33,broken clouds
535,Brae,GB,60.3964,-1.353,58.06,93,100,24.36,overcast clouds
536,Smithers,CA,54.7804,-127.1743,59.18,70,94,2.64,overcast clouds
537,Bud,US,39.447,-86.1758,82.35,70,1,1.57,clear sky
538,Blackfoot,US,43.1905,-112.345,78.58,43,99,9.93,overcast clouds
539,Trelew,AR,-43.249,-65.3051,48.83,43,0,10.83,clear sky
540,Santa Lucia,ES,27.9117,-15.5407,75.76,65,20,29.93,few clouds
541,Pisco,PE,-13.7,-76.2167,63.01,77,20,10.36,few clouds
542,Gimli,CA,50.6336,-96.9907,69.67,73,81,12.1,broken clouds
543,Puno,PE,-15.8333,-70.0333,60.37,29,15,8.39,few clouds
544,Samarai,PG,-10.6167,150.6667,80.01,84,36,16.53,scattered clouds
545,Puerto Del Rosario,ES,28.5004,-13.8627,80.35,74,20,20.71,few clouds
546,Griffith,US,41.5284,-87.4237,84.88,64,0,9.22,clear sky
547,Tazovskiy,RU,67.4667,78.7,51.69,78,32,8.61,scattered clouds
548,Mason City,US,43.1536,-93.201,87.33,70,0,18.41,clear sky
549,Lichuan,CN,30.3,108.85,65.88,92,3,2.75,clear sky
550,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,73,0,20.71,clear sky
551,Skjervoy,NO,70.0311,20.9714,55.4,94,100,2.86,overcast clouds
552,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,92.91,17,0,9.8,clear sky
553,Beatrice,US,40.2681,-96.747,89.69,51,0,12.66,clear sky
554,Sao Jose,BR,-28.2333,-49.1667,65.43,44,9,4.05,clear sky
555,Tautira,PF,-17.7333,-149.15,76.55,69,18,22.24,few clouds
556,Grand Gaube,MU,-20.0064,57.6608,68.4,74,3,1.99,clear sky
557,Xichang,CN,27.8964,102.2634,65.86,95,70,1.86,broken clouds
558,Nadezhda,RU,44.1,44.6,82.4,34,56,12.08,light rain
559,Lavumisa,SZ,-27.31,31.892,62.26,77,14,5.17,few clouds
560,Henties Bay,NA,-22.116,14.2845,55.15,84,0,10.07,clear sky
561,Plainview,US,40.7765,-73.4673,89.8,64,0,14.97,clear sky
562,Thai Binh,VN,20.45,106.3333,83.05,79,95,5.79,overcast clouds
563,Kogon,UZ,39.7228,64.5517,82.44,44,0,2.3,clear sky
564,Kuusamo,FI,65.9667,29.1833,55.44,94,100,4.61,light intensity shower rain
565,Sabla,NG,12.7525,4.7077,86.5,54,100,5.17,overcast clouds
566,Kutum,SD,14.2,24.6667,84.18,39,14,6.38,few clouds
567,Sfantu Gheorghe,RO,45.8667,25.7833,71.82,72,62,3.11,broken clouds
568,Makakilo City,US,21.3469,-158.0858,75.0,75,100,9.22,overcast clouds
569,Fortuna,US,40.5982,-124.1573,72.93,75,20,4.61,few clouds
570,Wajir,KE,1.7471,40.0573,85.46,35,100,13.29,overcast clouds
571,Okhotsk,RU,59.3833,143.3,53.15,91,74,2.24,broken clouds
572,Ciuperceni,RO,43.7667,24.95,86.86,29,12,4.65,few clouds
573,Cervo,ES,43.6702,-7.4101,69.96,86,84,10.4,broken clouds
574,Turayf,SA,31.6725,38.6637,92.91,15,10,11.61,clear sky
575,Medvezhyegorsk,RU,62.9167,34.4667,60.78,98,100,7.31,light rain
576,Napier,NZ,-39.4833,176.9167,56.28,60,100,5.99,overcast clouds
577,Tokmak,UA,47.2514,35.7058,76.32,62,1,7.56,clear sky
578,Hope,US,33.6671,-93.5916,93.25,48,6,5.75,clear sky
579,Villarrica,PY,-25.75,-56.4333,80.47,49,94,5.1,overcast clouds
580,Talcahuano,CL,-36.7167,-73.1167,51.48,54,0,11.5,clear sky
581,Naze,JP,28.3667,129.4833,79.57,87,14,10.31,few clouds
582,Ust-Ilimsk,RU,58.0006,102.6619,57.83,98,100,6.11,overcast clouds
583,Carballo,ES,43.213,-8.691,87.22,79,11,10.4,few clouds
584,Sidney,AU,-33.8679,151.2073,54.7,64,0,10.36,clear sky
585,Erzurum,TR,40.0,41.5,74.88,34,21,6.53,few clouds
586,Monduli,TZ,-3.3,36.45,62.98,52,18,9.37,few clouds
587,Waitati,NZ,-45.75,170.5667,52.81,55,68,5.35,broken clouds
588,Morondava,MG,-20.2833,44.2833,74.16,79,0,11.65,clear sky
589,Osypenko,UA,46.9136,36.8253,78.37,63,5,12.39,clear sky
590,La Ronge,CA,55.1001,-105.2842,51.73,96,100,9.78,overcast clouds
591,Catamarca,AR,-28.4696,-65.7852,77.58,37,8,4.0,clear sky
592,Mata,PT,40.683,-7.4592,91.92,15,0,12.44,clear sky
593,Moyale,KE,3.5167,39.0584,71.85,50,97,4.38,overcast clouds
594,Filingue,NE,14.3521,3.3168,91.78,44,97,5.66,overcast clouds
595,Oistins,BB,13.0667,-59.5333,87.89,66,20,23.02,few clouds
596,Anguillara Sabazia,IT,42.0875,12.2767,90.37,27,15,2.71,few clouds
597,Tigil,RU,57.8,158.6667,52.18,92,100,6.55,overcast clouds
598,Faranah,GN,10.0404,-10.7434,76.84,91,73,5.79,moderate rain
599,Dzilam Gonzalez,MX,21.2833,-88.9333,92.88,49,45,5.55,scattered clouds
600,Trairi,BR,-3.2778,-39.2689,85.66,55,56,13.58,broken clouds
601,Kasongo-Lunda,CD,-6.4667,16.8167,85.53,31,67,4.36,broken clouds
602,Sarai Alamgir,PK,32.9012,73.7559,90.72,58,61,1.61,broken clouds
603,Tyumentsevo,RU,53.3224,81.498,62.55,57,80,9.71,broken clouds
604,Zhongshu,CN,24.5167,103.7667,62.38,96,7,2.84,clear sky
605,Salantai,LT,56.0667,21.5667,63.9,61,100,6.93,overcast clouds
606,Llanes,ES,43.4198,-4.7549,76.68,78,31,6.33,scattered clouds
607,Otavi,NA,-19.65,17.3333,58.26,9,0,9.24,clear sky
608,Faya,SA,18.3851,42.4509,61.32,76,89,5.14,overcast clouds
609,Cefalu,IT,38.0386,14.0229,86.54,46,0,3.69,clear sky
610,Sinnamary,GF,5.3833,-52.95,83.03,76,31,10.07,scattered clouds
611,Totma,RU,59.9747,42.7642,64.58,76,100,5.37,overcast clouds
612,Sandeid,NO,59.5449,5.8636,62.55,95,100,5.48,light rain
613,Celestun,MX,20.8667,-90.4,87.55,62,8,6.04,clear sky
614,Sinjhoro,PK,26.0303,68.809,89.67,63,15,18.19,few clouds
615,Sigayevo,RU,56.4216,53.7757,64.49,65,71,6.76,broken clouds
616,Pangody,RU,65.85,74.4859,57.99,61,56,8.03,broken clouds
617,Portland,US,45.5234,-122.6762,73.94,70,75,4.61,broken clouds
618,Alenquer,BR,-1.9417,-54.7383,93.45,42,30,7.29,scattered clouds
619,Vestmannaeyjar,IS,63.4427,-20.2734,56.39,50,40,13.8,scattered clouds
620,Kloulklubed,PW,7.0419,134.2556,82.99,75,100,11.3,overcast clouds
621,Cururupu,BR,-1.8283,-44.8683,84.38,68,20,7.74,few clouds
622,Olinda,BR,-8.0089,-34.8553,76.73,83,75,3.44,broken clouds
623,Yanam,IN,16.7333,82.2167,81.36,86,99,3.06,overcast clouds
624,Dicabisagan,PH,17.0818,122.4157,76.98,93,100,1.34,overcast clouds
625,Bedesa,ET,8.9,40.7833,63.25,80,54,5.84,broken clouds
626,Abbeville,FR,50.1,1.8333,79.5,60,98,10.85,overcast clouds
627,Mutsu,JP,41.2894,141.2169,67.98,95,100,6.35,moderate rain
628,Abu Dhabi,AE,24.4667,54.3667,100.51,52,0,5.75,clear sky
629,Balkanabat,TM,39.5108,54.3671,92.12,27,3,10.47,clear sky
630,Preobrazheniye,RU,42.9019,133.9064,70.47,94,98,4.61,overcast clouds
631,Xinzhi,CN,36.4989,111.7047,78.82,66,1,4.52,clear sky
632,Shenjiamen,CN,29.9576,122.298,82.09,87,48,12.41,scattered clouds
633,Ishigaki,JP,24.3448,124.1572,83.89,75,3,16.22,clear sky
634,Broken Hill,AU,-31.95,141.4333,58.71,64,13,31.76,few clouds
635,Manado,ID,1.487,124.8455,75.97,94,20,2.3,few clouds
636,Saint-Gaudens,FR,43.0833,0.6667,93.65,21,0,3.29,clear sky
637,Kurilsk,RU,45.2333,147.8833,52.18,92,51,8.66,broken clouds
638,Roald,NO,62.5833,6.1333,59.92,88,75,10.36,light rain
639,Hambantota,LK,6.1241,81.1185,78.46,79,100,23.98,overcast clouds
640,Kiama,AU,-34.6833,150.8667,54.57,74,100,5.35,light rain
641,Aripuana,BR,-9.1667,-60.6333,97.18,23,95,3.71,overcast clouds
642,Viedma,AR,-40.8135,-62.9967,58.73,46,87,5.73,overcast clouds
643,Lagoa,PT,39.05,-27.9833,74.59,74,0,13.8,clear sky
644,Sakakah,SA,29.9697,40.2064,103.42,10,12,4.92,few clouds
645,Dobele,LV,56.625,23.2786,66.88,53,84,7.31,broken clouds
646,Ginda,IN,30.6945,78.4932,66.6,95,24,1.14,few clouds
647,Flinders,AU,-34.5833,150.8552,54.37,75,100,7.0,light rain
648,Karymskoye,RU,51.6167,114.35,67.01,80,98,0.56,overcast clouds
649,Nadvoitsy,RU,63.8667,34.3167,58.37,98,100,4.7,overcast clouds
650,Borohradek,CZ,50.0978,16.0933,81.95,46,68,4.38,broken clouds
651,Mangaluru,IN,12.8667,74.8833,76.06,94,100,9.22,moderate rain
652,Dolores,AR,-36.3132,-57.6792,62.83,63,66,10.42,broken clouds
653,Kalianget,ID,-7.05,113.9333,80.44,79,98,13.0,overcast clouds
654,Uravakonda,IN,14.95,77.2667,79.95,75,99,7.76,overcast clouds
655,Pamanukan,ID,-6.2842,107.8106,76.62,82,68,4.76,broken clouds
656,Cobija,BO,-11.0267,-68.7692,91.58,58,75,4.61,broken clouds
657,Kattivakkam,IN,13.2167,80.3167,85.06,84,90,10.96,overcast clouds
658,Tiberias,IL,32.7922,35.5312,83.7,55,12,5.3,few clouds
659,Ipixuna,BR,-1.7625,-48.8043,90.66,47,37,2.17,scattered clouds
660,Aguimes,ES,27.9054,-15.4461,80.65,65,20,29.93,few clouds
661,Oromocto,CA,45.8351,-66.4792,79.72,76,78,1.99,broken clouds
662,Belaya Gora,RU,68.5333,146.4167,51.73,91,100,6.89,light rain
663,Ekpoma,NG,6.7421,6.139,73.81,90,83,3.87,light rain
664,Dickinson,US,29.4608,-95.0513,97.12,63,75,5.75,broken clouds
665,Mareeba,AU,-17.0,145.4333,65.12,91,46,2.82,scattered clouds
666,Luderitz,NA,-26.6481,15.1594,55.74,75,0,3.98,clear sky
667,Tvedestrand,NO,58.622,8.9315,60.08,97,100,18.19,overcast clouds
668,Maarianhamina,AX,60.0973,19.9348,64.26,55,0,10.36,clear sky
669,Kholodnyy,RU,62.7167,147.95,51.67,89,83,5.68,broken clouds
670,Anadyr,RU,64.75,177.4833,50.49,81,48,5.59,scattered clouds
671,Gatesville,US,31.4352,-97.7439,96.37,44,0,15.3,clear sky
672,Kabinda,CD,-6.1333,24.4833,79.0,28,78,5.14,broken clouds
673,Puerto Escondido,MX,15.85,-97.0667,88.63,70,40,11.5,scattered clouds
674,Netivot,IL,31.4222,34.5886,84.6,57,11,8.63,few clouds
675,Bagdarin,RU,54.4333,113.6,59.79,94,96,0.67,overcast clouds
676,Canar,EC,-2.55,-78.9333,59.04,62,34,3.87,light rain
677,Birin,NP,26.8865,88.0718,64.58,92,100,2.44,overcast clouds
678,Helsinki,FI,60.1695,24.9355,72.03,64,20,11.5,few clouds
679,Cayenne,GF,4.9333,-52.3333,89.64,17,75,8.05,broken clouds
680,Vanimo,PG,-2.6741,141.3028,78.1,90,84,7.02,broken clouds
681,Jaten,ID,-7.5772,110.8975,74.53,90,96,4.59,overcast clouds
